path,label,generator,split
data/CIFake/train/REAL/3748 (2).jpg,0,real,train
data/CIFake/train/REAL/0785 (7).jpg,0,real,train
data/CIFake/train/REAL/3266.jpg,0,real,train
data/CIFake/train/REAL/3556 (10).jpg,0,real,train
data/CIFake/train/REAL/3099 (7).jpg,0,real,train
data/CIFake/train/REAL/4467 (7).jpg,0,real,train
data/CIFake/train/REAL/2145 (4).jpg,0,real,train
data/CIFake/train/REAL/2211 (9).jpg,0,real,train
data/CIFake/train/REAL/2882 (10).jpg,0,real,train
data/CIFake/train/REAL/4908 (9).jpg,0,real,train
data/CIFake/train/REAL/0329 (6).jpg,0,real,train
data/CIFake/train/REAL/1154 (4).jpg,0,real,train
data/CIFake/train/REAL/0749 (9).jpg,0,real,train
data/CIFake/train/REAL/3794 (10).jpg,0,real,train
data/CIFake/train/REAL/0793 (4).jpg,0,real,train
data/CIFake/train/REAL/3324 (9).jpg,0,real,train
data/CIFake/train/REAL/2714 (4).jpg,0,real,train
data/CIFake/train/REAL/1941 (5).jpg,0,real,train
data/CIFake/train/REAL/3234 (4).jpg,0,real,train
data/CIFake/train/REAL/3007 (2).jpg,0,real,train
data/CIFake/train/REAL/3532 (3).jpg,0,real,train
data/CIFake/train/REAL/1739 (2).jpg,0,real,train
data/CIFake/train/REAL/3168 (7).jpg,0,real,train
data/CIFake/train/REAL/4883 (6).jpg,0,real,train
data/CIFake/train/REAL/4870 (3).jpg,0,real,train
data/CIFake/train/REAL/0288.jpg,0,real,train
data/CIFake/train/REAL/1462 (9).jpg,0,real,train
data/CIFake/train/REAL/2301 (3).jpg,0,real,train
data/CIFake/train/REAL/1099 (7).jpg,0,real,train
data/CIFake/train/REAL/2205.jpg,0,real,train
data/CIFake/train/REAL/0091 (3).jpg,0,real,train
data/CIFake/train/REAL/2067.jpg,0,real,train
data/CIFake/train/REAL/1393 (5).jpg,0,real,train
data/CIFake/train/REAL/1798 (9).jpg,0,real,train
data/CIFake/train/REAL/2752 (9).jpg,0,real,train
data/CIFake/train/REAL/2250 (8).jpg,0,real,train
data/CIFake/train/REAL/3097 (7).jpg,0,real,train
data/CIFake/train/REAL/4564 (5).jpg,0,real,train
data/CIFake/train/REAL/0343 (2).jpg,0,real,train
data/CIFake/train/REAL/3120 (2).jpg,0,real,train
data/CIFake/train/REAL/2677 (3).jpg,0,real,train
data/CIFake/train/REAL/4187 (5).jpg,0,real,train
data/CIFake/train/REAL/2490 (5).jpg,0,real,train
data/CIFake/train/REAL/1962 (10).jpg,0,real,train
data/CIFake/train/REAL/0793 (10).jpg,0,real,train
data/CIFake/train/REAL/1581 (8).jpg,0,real,train
data/CIFake/train/REAL/2786 (2).jpg,0,real,train
data/CIFake/train/REAL/1673 (4).jpg,0,real,train
data/CIFake/train/REAL/3189 (5).jpg,0,real,train
data/CIFake/train/REAL/4463 (9).jpg,0,real,train
data/CIFake/train/REAL/2239 (6).jpg,0,real,train
data/CIFake/train/REAL/4008 (7).jpg,0,real,train
data/CIFake/train/REAL/2604 (5).jpg,0,real,train
data/CIFake/train/REAL/3222 (6).jpg,0,real,train
data/CIFake/train/REAL/0915 (10).jpg,0,real,train
data/CIFake/train/REAL/1318 (3).jpg,0,real,train
data/CIFake/train/REAL/3625 (7).jpg,0,real,train
data/CIFake/train/REAL/0786 (4).jpg,0,real,train
data/CIFake/train/REAL/3071 (7).jpg,0,real,train
data/CIFake/train/REAL/1887 (7).jpg,0,real,train
data/CIFake/train/REAL/0658 (7).jpg,0,real,train
data/CIFake/train/REAL/3323 (2).jpg,0,real,train
data/CIFake/train/REAL/1457 (8).jpg,0,real,train
data/CIFake/train/REAL/0023 (3).jpg,0,real,train
data/CIFake/train/REAL/0598 (6).jpg,0,real,train
data/CIFake/train/REAL/0658 (9).jpg,0,real,train
data/CIFake/train/REAL/2280 (4).jpg,0,real,train
data/CIFake/train/REAL/0889 (10).jpg,0,real,train
data/CIFake/train/REAL/3803 (3).jpg,0,real,train
data/CIFake/train/REAL/2252 (9).jpg,0,real,train
data/CIFake/train/REAL/1143 (6).jpg,0,real,train
data/CIFake/train/REAL/2907 (7).jpg,0,real,train
data/CIFake/train/REAL/3278 (6).jpg,0,real,train
data/CIFake/train/REAL/2185.jpg,0,real,train
data/CIFake/train/REAL/1058.jpg,0,real,train
data/CIFake/train/REAL/2234 (10).jpg,0,real,train
data/CIFake/train/REAL/0600 (8).jpg,0,real,train
data/CIFake/train/REAL/1472 (6).jpg,0,real,train
data/CIFake/train/REAL/3772 (8).jpg,0,real,train
data/CIFake/train/REAL/4190.jpg,0,real,train
data/CIFake/train/REAL/0610 (9).jpg,0,real,train
data/CIFake/train/REAL/3830.jpg,0,real,train
data/CIFake/train/REAL/0302 (9).jpg,0,real,train
data/CIFake/train/REAL/1255 (3).jpg,0,real,train
data/CIFake/train/REAL/2215 (7).jpg,0,real,train
data/CIFake/train/REAL/2812 (3).jpg,0,real,train
data/CIFake/train/REAL/2771 (8).jpg,0,real,train
data/CIFake/train/REAL/1445 (4).jpg,0,real,train
data/CIFake/train/REAL/0710 (5).jpg,0,real,train
data/CIFake/train/REAL/0173.jpg,0,real,train
data/CIFake/train/REAL/1012 (7).jpg,0,real,train
data/CIFake/train/REAL/2922 (4).jpg,0,real,train
data/CIFake/train/REAL/2465 (5).jpg,0,real,train
data/CIFake/train/REAL/4665 (2).jpg,0,real,train
data/CIFake/train/REAL/3032 (5).jpg,0,real,train
data/CIFake/train/REAL/0341 (4).jpg,0,real,train
data/CIFake/train/REAL/0250 (8).jpg,0,real,train
data/CIFake/train/REAL/0569 (8).jpg,0,real,train
data/CIFake/train/REAL/2497 (10).jpg,0,real,train
data/CIFake/train/REAL/3045 (10).jpg,0,real,train
data/CIFake/train/REAL/3561 (5).jpg,0,real,train
data/CIFake/train/REAL/4234 (9).jpg,0,real,train
data/CIFake/train/REAL/2073 (4).jpg,0,real,train
data/CIFake/train/REAL/0003 (8).jpg,0,real,train
data/CIFake/train/REAL/4898 (7).jpg,0,real,train
data/CIFake/train/REAL/4716 (5).jpg,0,real,train
data/CIFake/train/REAL/4582 (8).jpg,0,real,train
data/CIFake/train/REAL/3915 (10).jpg,0,real,train
data/CIFake/train/REAL/0567.jpg,0,real,train
data/CIFake/train/REAL/4110 (7).jpg,0,real,train
data/CIFake/train/REAL/0449 (10).jpg,0,real,train
data/CIFake/train/REAL/3003 (5).jpg,0,real,train
data/CIFake/train/REAL/2896.jpg,0,real,train
data/CIFake/train/REAL/2897 (8).jpg,0,real,train
data/CIFake/train/REAL/2882 (8).jpg,0,real,train
data/CIFake/train/REAL/4596 (3).jpg,0,real,train
data/CIFake/train/REAL/0698.jpg,0,real,train
data/CIFake/train/REAL/3514 (2).jpg,0,real,train
data/CIFake/train/REAL/1775 (5).jpg,0,real,train
data/CIFake/train/REAL/2352 (5).jpg,0,real,train
data/CIFake/train/REAL/4873 (7).jpg,0,real,train
data/CIFake/train/REAL/4672 (4).jpg,0,real,train
data/CIFake/train/REAL/0061 (10).jpg,0,real,train
data/CIFake/train/REAL/3306 (7).jpg,0,real,train
data/CIFake/train/REAL/4748 (7).jpg,0,real,train
data/CIFake/train/REAL/2024 (7).jpg,0,real,train
data/CIFake/train/REAL/2397 (7).jpg,0,real,train
data/CIFake/train/REAL/2793 (7).jpg,0,real,train
data/CIFake/train/REAL/3108 (2).jpg,0,real,train
data/CIFake/train/REAL/2218 (8).jpg,0,real,train
data/CIFake/train/REAL/3479 (5).jpg,0,real,train
data/CIFake/train/REAL/2755 (5).jpg,0,real,train
data/CIFake/train/REAL/0246 (5).jpg,0,real,train
data/CIFake/train/REAL/1082 (2).jpg,0,real,train
data/CIFake/train/REAL/4980 (7).jpg,0,real,train
data/CIFake/train/REAL/0277 (3).jpg,0,real,train
data/CIFake/train/REAL/0614 (10).jpg,0,real,train
data/CIFake/train/REAL/1885 (10).jpg,0,real,train
data/CIFake/train/REAL/3590.jpg,0,real,train
data/CIFake/train/REAL/2048 (2).jpg,0,real,train
data/CIFake/train/REAL/3973 (6).jpg,0,real,train
data/CIFake/train/REAL/4901 (7).jpg,0,real,train
data/CIFake/train/REAL/1412 (8).jpg,0,real,train
data/CIFake/train/REAL/3899 (7).jpg,0,real,train
data/CIFake/train/REAL/4165 (4).jpg,0,real,train
data/CIFake/train/REAL/3259 (7).jpg,0,real,train
data/CIFake/train/REAL/2491 (2).jpg,0,real,train
data/CIFake/train/REAL/4813 (9).jpg,0,real,train
data/CIFake/train/REAL/2344.jpg,0,real,train
data/CIFake/train/REAL/0632 (9).jpg,0,real,train
data/CIFake/train/REAL/0697 (4).jpg,0,real,train
data/CIFake/train/REAL/2592 (9).jpg,0,real,train
data/CIFake/train/REAL/1409 (2).jpg,0,real,train
data/CIFake/train/REAL/3711 (5).jpg,0,real,train
data/CIFake/train/REAL/4033 (9).jpg,0,real,train
data/CIFake/train/REAL/3887 (2).jpg,0,real,train
data/CIFake/train/REAL/3626 (5).jpg,0,real,train
data/CIFake/train/REAL/1797 (8).jpg,0,real,train
data/CIFake/train/REAL/4569 (2).jpg,0,real,train
data/CIFake/train/REAL/2972.jpg,0,real,train
data/CIFake/train/REAL/2104 (10).jpg,0,real,train
data/CIFake/train/REAL/2071 (9).jpg,0,real,train
data/CIFake/train/REAL/1403 (8).jpg,0,real,train
data/CIFake/train/REAL/0286 (10).jpg,0,real,train
data/CIFake/train/REAL/3875.jpg,0,real,train
data/CIFake/train/REAL/1043 (10).jpg,0,real,train
data/CIFake/train/REAL/3315 (9).jpg,0,real,train
data/CIFake/train/REAL/1578 (6).jpg,0,real,train
data/CIFake/train/REAL/0366 (6).jpg,0,real,train
data/CIFake/train/REAL/1376 (8).jpg,0,real,train
data/CIFake/train/REAL/0976 (9).jpg,0,real,train
data/CIFake/train/REAL/3279 (9).jpg,0,real,train
data/CIFake/train/REAL/0493 (5).jpg,0,real,train
data/CIFake/train/REAL/4061 (4).jpg,0,real,train
data/CIFake/train/REAL/2702 (10).jpg,0,real,train
data/CIFake/train/REAL/2993 (6).jpg,0,real,train
data/CIFake/train/REAL/2773 (10).jpg,0,real,train
data/CIFake/train/REAL/2830 (4).jpg,0,real,train
data/CIFake/train/REAL/4714 (9).jpg,0,real,train
data/CIFake/train/REAL/3555.jpg,0,real,train
data/CIFake/train/REAL/4501 (4).jpg,0,real,train
data/CIFake/train/REAL/3769 (7).jpg,0,real,train
data/CIFake/train/REAL/1982 (6).jpg,0,real,train
data/CIFake/train/REAL/1730 (10).jpg,0,real,train
data/CIFake/train/REAL/4180 (4).jpg,0,real,train
data/CIFake/train/REAL/4453 (3).jpg,0,real,train
data/CIFake/train/REAL/4719 (10).jpg,0,real,train
data/CIFake/train/REAL/2718 (9).jpg,0,real,train
data/CIFake/train/REAL/1415 (3).jpg,0,real,train
data/CIFake/train/REAL/1292 (9).jpg,0,real,train
data/CIFake/train/REAL/3648 (7).jpg,0,real,train
data/CIFake/train/REAL/4338 (10).jpg,0,real,train
data/CIFake/train/REAL/3026 (10).jpg,0,real,train
data/CIFake/train/REAL/0510 (3).jpg,0,real,train
data/CIFake/train/REAL/1679 (4).jpg,0,real,train
data/CIFake/train/REAL/4928 (4).jpg,0,real,train
data/CIFake/train/REAL/0745.jpg,0,real,train
data/CIFake/train/REAL/0189 (2).jpg,0,real,train
data/CIFake/train/REAL/4295.jpg,0,real,train
data/CIFake/train/REAL/3729 (7).jpg,0,real,train
data/CIFake/train/REAL/1291 (3).jpg,0,real,train
data/CIFake/train/REAL/2648 (9).jpg,0,real,train
data/CIFake/train/REAL/2724 (9).jpg,0,real,train
data/CIFake/train/REAL/4933 (5).jpg,0,real,train
data/CIFake/train/REAL/4886 (8).jpg,0,real,train
data/CIFake/train/REAL/3781 (6).jpg,0,real,train
data/CIFake/train/REAL/3986 (6).jpg,0,real,train
data/CIFake/train/REAL/3798 (3).jpg,0,real,train
data/CIFake/train/REAL/3540 (3).jpg,0,real,train
data/CIFake/train/REAL/0493 (2).jpg,0,real,train
data/CIFake/train/REAL/4317 (9).jpg,0,real,train
data/CIFake/train/REAL/0612 (5).jpg,0,real,train
data/CIFake/train/REAL/3323 (5).jpg,0,real,train
data/CIFake/train/REAL/0253 (8).jpg,0,real,train
data/CIFake/train/REAL/0475 (5).jpg,0,real,train
data/CIFake/train/REAL/3522 (9).jpg,0,real,train
data/CIFake/train/REAL/4349 (6).jpg,0,real,train
data/CIFake/train/REAL/3535 (10).jpg,0,real,train
data/CIFake/train/REAL/0038 (7).jpg,0,real,train
data/CIFake/train/REAL/2491 (8).jpg,0,real,train
data/CIFake/train/REAL/0988 (5).jpg,0,real,train
data/CIFake/train/REAL/0527 (2).jpg,0,real,train
data/CIFake/train/REAL/1647 (6).jpg,0,real,train
data/CIFake/train/REAL/1031 (8).jpg,0,real,train
data/CIFake/train/REAL/2700 (5).jpg,0,real,train
data/CIFake/train/REAL/1015 (5).jpg,0,real,train
data/CIFake/train/REAL/3890 (7).jpg,0,real,train
data/CIFake/train/REAL/4570 (6).jpg,0,real,train
data/CIFake/train/REAL/3662.jpg,0,real,train
data/CIFake/train/REAL/3372 (5).jpg,0,real,train
data/CIFake/train/REAL/1733 (3).jpg,0,real,train
data/CIFake/train/REAL/0967 (10).jpg,0,real,train
data/CIFake/train/REAL/3060 (7).jpg,0,real,train
data/CIFake/train/REAL/1616 (3).jpg,0,real,train
data/CIFake/train/REAL/1272 (2).jpg,0,real,train
data/CIFake/train/REAL/3246 (2).jpg,0,real,train
data/CIFake/train/REAL/0394 (8).jpg,0,real,train
data/CIFake/train/REAL/2275 (5).jpg,0,real,train
data/CIFake/train/REAL/0636.jpg,0,real,train
data/CIFake/train/REAL/0451.jpg,0,real,train
data/CIFake/train/REAL/4273 (9).jpg,0,real,train
data/CIFake/train/REAL/3656 (7).jpg,0,real,train
data/CIFake/train/REAL/2619 (2).jpg,0,real,train
data/CIFake/train/REAL/0561 (10).jpg,0,real,train
data/CIFake/train/REAL/4092 (9).jpg,0,real,train
data/CIFake/train/REAL/2996 (5).jpg,0,real,train
data/CIFake/train/REAL/3534 (4).jpg,0,real,train
data/CIFake/train/REAL/0204 (2).jpg,0,real,train
data/CIFake/train/REAL/2370 (10).jpg,0,real,train
data/CIFake/train/REAL/4390 (4).jpg,0,real,train
data/CIFake/train/REAL/1825 (5).jpg,0,real,train
data/CIFake/train/REAL/2762 (8).jpg,0,real,train
data/CIFake/train/REAL/0490 (4).jpg,0,real,train
data/CIFake/train/REAL/1783 (3).jpg,0,real,train
data/CIFake/train/REAL/0390 (9).jpg,0,real,train
data/CIFake/train/REAL/0328 (7).jpg,0,real,train
data/CIFake/train/REAL/3217 (10).jpg,0,real,train
data/CIFake/train/REAL/0484 (10).jpg,0,real,train
data/CIFake/train/REAL/4486 (7).jpg,0,real,train
data/CIFake/train/REAL/3817 (6).jpg,0,real,train
data/CIFake/train/REAL/0089 (7).jpg,0,real,train
data/CIFake/train/REAL/2673 (9).jpg,0,real,train
data/CIFake/train/REAL/3351 (7).jpg,0,real,train
data/CIFake/train/REAL/0092 (8).jpg,0,real,train
data/CIFake/train/REAL/4229.jpg,0,real,train
data/CIFake/train/REAL/3746 (5).jpg,0,real,train
data/CIFake/train/REAL/0235 (3).jpg,0,real,train
data/CIFake/train/REAL/3113 (9).jpg,0,real,train
data/CIFake/train/REAL/4622.jpg,0,real,train
data/CIFake/train/REAL/4840 (8).jpg,0,real,train
data/CIFake/train/REAL/1388 (10).jpg,0,real,train
data/CIFake/train/REAL/3110 (9).jpg,0,real,train
data/CIFake/train/REAL/0176 (8).jpg,0,real,train
data/CIFake/train/REAL/1823 (2).jpg,0,real,train
data/CIFake/train/REAL/4640 (10).jpg,0,real,train
data/CIFake/train/REAL/1859 (9).jpg,0,real,train
data/CIFake/train/REAL/3027 (7).jpg,0,real,train
data/CIFake/train/REAL/4498 (8).jpg,0,real,train
data/CIFake/train/REAL/2868 (9).jpg,0,real,train
data/CIFake/train/REAL/1025 (9).jpg,0,real,train
data/CIFake/train/REAL/1029 (3).jpg,0,real,train
data/CIFake/train/REAL/1567.jpg,0,real,train
data/CIFake/train/REAL/1750.jpg,0,real,train
data/CIFake/train/REAL/0555 (8).jpg,0,real,train
data/CIFake/train/REAL/2994 (6).jpg,0,real,train
data/CIFake/train/REAL/3696 (10).jpg,0,real,train
data/CIFake/train/REAL/1484 (7).jpg,0,real,train
data/CIFake/train/REAL/4224 (9).jpg,0,real,train
data/CIFake/train/REAL/3291 (9).jpg,0,real,train
data/CIFake/train/REAL/0040 (10).jpg,0,real,train
data/CIFake/train/REAL/4282 (5).jpg,0,real,train
data/CIFake/train/REAL/0726 (8).jpg,0,real,train
data/CIFake/train/REAL/1530 (7).jpg,0,real,train
data/CIFake/train/REAL/0494 (10).jpg,0,real,train
data/CIFake/train/REAL/2167 (9).jpg,0,real,train
data/CIFake/train/REAL/2751 (5).jpg,0,real,train
data/CIFake/train/REAL/1980.jpg,0,real,train
data/CIFake/train/REAL/1620 (4).jpg,0,real,train
data/CIFake/train/REAL/2775.jpg,0,real,train
data/CIFake/train/REAL/4166 (10).jpg,0,real,train
data/CIFake/train/REAL/2723 (10).jpg,0,real,train
data/CIFake/train/REAL/2426 (10).jpg,0,real,train
data/CIFake/train/REAL/2001 (4).jpg,0,real,train
data/CIFake/train/REAL/4439 (10).jpg,0,real,train
data/CIFake/train/REAL/0491.jpg,0,real,train
data/CIFake/train/REAL/4856 (10).jpg,0,real,train
data/CIFake/train/REAL/2421 (8).jpg,0,real,train
data/CIFake/train/REAL/1255 (7).jpg,0,real,train
data/CIFake/train/REAL/4745.jpg,0,real,train
data/CIFake/train/REAL/0577 (2).jpg,0,real,train
data/CIFake/train/REAL/3719 (8).jpg,0,real,train
data/CIFake/train/REAL/4195 (3).jpg,0,real,train
data/CIFake/train/REAL/3047 (7).jpg,0,real,train
data/CIFake/train/REAL/3089 (9).jpg,0,real,train
data/CIFake/train/REAL/3181 (3).jpg,0,real,train
data/CIFake/train/REAL/0137 (9).jpg,0,real,train
data/CIFake/train/REAL/0996 (9).jpg,0,real,train
data/CIFake/train/REAL/4117 (3).jpg,0,real,train
data/CIFake/train/REAL/4258 (8).jpg,0,real,train
data/CIFake/train/REAL/2026.jpg,0,real,train
data/CIFake/train/REAL/4217 (2).jpg,0,real,train
data/CIFake/train/REAL/4533 (7).jpg,0,real,train
data/CIFake/train/REAL/1361 (8).jpg,0,real,train
data/CIFake/train/REAL/3907 (5).jpg,0,real,train
data/CIFake/train/REAL/2766 (7).jpg,0,real,train
data/CIFake/train/REAL/2661 (3).jpg,0,real,train
data/CIFake/train/REAL/4546 (10).jpg,0,real,train
data/CIFake/train/REAL/0190 (3).jpg,0,real,train
data/CIFake/train/REAL/0655 (3).jpg,0,real,train
data/CIFake/train/REAL/3042 (7).jpg,0,real,train
data/CIFake/train/REAL/3599 (4).jpg,0,real,train
data/CIFake/train/REAL/1439 (3).jpg,0,real,train
data/CIFake/train/REAL/2044 (5).jpg,0,real,train
data/CIFake/train/REAL/4161 (4).jpg,0,real,train
data/CIFake/train/REAL/4544 (8).jpg,0,real,train
data/CIFake/train/REAL/4685.jpg,0,real,train
data/CIFake/train/REAL/1081 (7).jpg,0,real,train
data/CIFake/train/REAL/2859.jpg,0,real,train
data/CIFake/train/REAL/1247 (9).jpg,0,real,train
data/CIFake/train/REAL/3999 (9).jpg,0,real,train
data/CIFake/train/REAL/1737 (10).jpg,0,real,train
data/CIFake/train/REAL/0208 (3).jpg,0,real,train
data/CIFake/train/REAL/0169 (6).jpg,0,real,train
data/CIFake/train/REAL/3182 (9).jpg,0,real,train
data/CIFake/train/REAL/1854 (7).jpg,0,real,train
data/CIFake/train/REAL/3255 (4).jpg,0,real,train
data/CIFake/train/REAL/3049 (10).jpg,0,real,train
data/CIFake/train/REAL/0505 (8).jpg,0,real,train
data/CIFake/train/REAL/2727 (5).jpg,0,real,train
data/CIFake/train/REAL/2637 (2).jpg,0,real,train
data/CIFake/train/REAL/1532 (4).jpg,0,real,train
data/CIFake/train/REAL/2486 (8).jpg,0,real,train
data/CIFake/train/REAL/4423 (6).jpg,0,real,train
data/CIFake/train/REAL/3334.jpg,0,real,train
data/CIFake/train/REAL/3201 (7).jpg,0,real,train
data/CIFake/train/REAL/3013 (10).jpg,0,real,train
data/CIFake/train/REAL/1677 (6).jpg,0,real,train
data/CIFake/train/REAL/1734 (4).jpg,0,real,train
data/CIFake/train/REAL/1428 (5).jpg,0,real,train
data/CIFake/train/REAL/4097.jpg,0,real,train
data/CIFake/train/REAL/2489 (9).jpg,0,real,train
data/CIFake/train/REAL/1031 (6).jpg,0,real,train
data/CIFake/train/REAL/4006 (10).jpg,0,real,train
data/CIFake/train/REAL/1948 (8).jpg,0,real,train
data/CIFake/train/REAL/3173 (3).jpg,0,real,train
data/CIFake/train/REAL/3927 (8).jpg,0,real,train
data/CIFake/train/REAL/2901 (5).jpg,0,real,train
data/CIFake/train/REAL/2558 (7).jpg,0,real,train
data/CIFake/train/REAL/4230 (4).jpg,0,real,train
data/CIFake/train/REAL/3449 (8).jpg,0,real,train
data/CIFake/train/REAL/3619 (3).jpg,0,real,train
data/CIFake/train/REAL/4015 (10).jpg,0,real,train
data/CIFake/train/REAL/4303.jpg,0,real,train
data/CIFake/train/REAL/3016 (7).jpg,0,real,train
data/CIFake/train/REAL/3012.jpg,0,real,train
data/CIFake/train/REAL/0989 (4).jpg,0,real,train
data/CIFake/train/REAL/2293 (6).jpg,0,real,train
data/CIFake/train/REAL/4148.jpg,0,real,train
data/CIFake/train/REAL/3650 (10).jpg,0,real,train
data/CIFake/train/REAL/3202 (2).jpg,0,real,train
data/CIFake/train/REAL/0644.jpg,0,real,train
data/CIFake/train/REAL/1307.jpg,0,real,train
data/CIFake/train/REAL/0552 (7).jpg,0,real,train
data/CIFake/train/REAL/1245 (8).jpg,0,real,train
data/CIFake/train/REAL/0465 (3).jpg,0,real,train
data/CIFake/train/REAL/4840 (6).jpg,0,real,train
data/CIFake/train/REAL/3477 (4).jpg,0,real,train
data/CIFake/train/REAL/2962 (3).jpg,0,real,train
data/CIFake/train/REAL/3114 (9).jpg,0,real,train
data/CIFake/train/REAL/2973 (10).jpg,0,real,train
data/CIFake/train/REAL/1852 (9).jpg,0,real,train
data/CIFake/train/REAL/4345 (10).jpg,0,real,train
data/CIFake/train/REAL/4740 (6).jpg,0,real,train
data/CIFake/train/REAL/1073 (3).jpg,0,real,train
data/CIFake/train/REAL/1402 (2).jpg,0,real,train
data/CIFake/train/REAL/4560 (8).jpg,0,real,train
data/CIFake/train/REAL/0747 (3).jpg,0,real,train
data/CIFake/train/REAL/2516 (5).jpg,0,real,train
data/CIFake/train/REAL/4149.jpg,0,real,train
data/CIFake/train/REAL/2692 (10).jpg,0,real,train
data/CIFake/train/REAL/2201 (10).jpg,0,real,train
data/CIFake/train/REAL/0051 (3).jpg,0,real,train
data/CIFake/train/REAL/1896.jpg,0,real,train
data/CIFake/train/REAL/2232 (9).jpg,0,real,train
data/CIFake/train/REAL/3212 (6).jpg,0,real,train
data/CIFake/train/REAL/0556 (8).jpg,0,real,train
data/CIFake/train/REAL/1078.jpg,0,real,train
data/CIFake/train/REAL/4212.jpg,0,real,train
data/CIFake/train/REAL/1151 (10).jpg,0,real,train
data/CIFake/train/REAL/4459 (7).jpg,0,real,train
data/CIFake/train/REAL/3101 (6).jpg,0,real,train
data/CIFake/train/REAL/4823 (2).jpg,0,real,train
data/CIFake/train/REAL/2408 (9).jpg,0,real,train
data/CIFake/train/REAL/2150 (4).jpg,0,real,train
data/CIFake/train/REAL/4595 (9).jpg,0,real,train
data/CIFake/train/REAL/3137 (4).jpg,0,real,train
data/CIFake/train/REAL/2196 (7).jpg,0,real,train
data/CIFake/train/REAL/2822 (6).jpg,0,real,train
data/CIFake/train/REAL/0002 (7).jpg,0,real,train
data/CIFake/train/REAL/2626 (6).jpg,0,real,train
data/CIFake/train/REAL/4710 (2).jpg,0,real,train
data/CIFake/train/REAL/2952 (5).jpg,0,real,train
data/CIFake/train/REAL/4119 (9).jpg,0,real,train
data/CIFake/train/REAL/2376 (4).jpg,0,real,train
data/CIFake/train/REAL/0662 (9).jpg,0,real,train
data/CIFake/train/REAL/2033 (5).jpg,0,real,train
data/CIFake/train/REAL/4576 (10).jpg,0,real,train
data/CIFake/train/REAL/3963 (9).jpg,0,real,train
data/CIFake/train/REAL/4180 (6).jpg,0,real,train
data/CIFake/train/REAL/3972 (9).jpg,0,real,train
data/CIFake/train/REAL/3609.jpg,0,real,train
data/CIFake/train/REAL/2217 (6).jpg,0,real,train
data/CIFake/train/REAL/1121 (6).jpg,0,real,train
data/CIFake/train/REAL/4920.jpg,0,real,train
data/CIFake/train/REAL/2480 (8).jpg,0,real,train
data/CIFake/train/REAL/1373 (10).jpg,0,real,train
data/CIFake/train/REAL/0355 (3).jpg,0,real,train
data/CIFake/train/REAL/0507 (8).jpg,0,real,train
data/CIFake/train/REAL/3681 (10).jpg,0,real,train
data/CIFake/train/REAL/3228 (5).jpg,0,real,train
data/CIFake/train/REAL/2153 (3).jpg,0,real,train
data/CIFake/train/REAL/4187 (4).jpg,0,real,train
data/CIFake/train/REAL/3828 (5).jpg,0,real,train
data/CIFake/train/REAL/0901 (6).jpg,0,real,train
data/CIFake/train/REAL/4244 (9).jpg,0,real,train
data/CIFake/train/REAL/2719 (4).jpg,0,real,train
data/CIFake/train/REAL/0399 (5).jpg,0,real,train
data/CIFake/train/REAL/2349 (3).jpg,0,real,train
data/CIFake/train/REAL/0863 (8).jpg,0,real,train
data/CIFake/train/REAL/4997 (2).jpg,0,real,train
data/CIFake/train/REAL/3919 (3).jpg,0,real,train
data/CIFake/train/REAL/0657 (8).jpg,0,real,train
data/CIFake/train/REAL/4922 (7).jpg,0,real,train
data/CIFake/train/REAL/3497 (2).jpg,0,real,train
data/CIFake/train/REAL/0416 (6).jpg,0,real,train
data/CIFake/train/REAL/3676 (4).jpg,0,real,train
data/CIFake/train/REAL/4391 (8).jpg,0,real,train
data/CIFake/train/REAL/4153 (4).jpg,0,real,train
data/CIFake/train/REAL/3315 (4).jpg,0,real,train
data/CIFake/train/REAL/0155 (10).jpg,0,real,train
data/CIFake/train/REAL/0200.jpg,0,real,train
data/CIFake/train/REAL/1257 (3).jpg,0,real,train
data/CIFake/train/REAL/3865 (3).jpg,0,real,train
data/CIFake/train/REAL/0420.jpg,0,real,train
data/CIFake/train/REAL/4528 (7).jpg,0,real,train
data/CIFake/train/REAL/0710 (10).jpg,0,real,train
data/CIFake/train/REAL/2991 (5).jpg,0,real,train
data/CIFake/train/REAL/0619 (4).jpg,0,real,train
data/CIFake/train/REAL/1014 (5).jpg,0,real,train
data/CIFake/train/REAL/4409 (3).jpg,0,real,train
data/CIFake/train/REAL/0611 (3).jpg,0,real,train
data/CIFake/train/REAL/4096 (4).jpg,0,real,train
data/CIFake/train/REAL/0326 (2).jpg,0,real,train
data/CIFake/train/REAL/0433 (8).jpg,0,real,train
data/CIFake/train/REAL/2533 (4).jpg,0,real,train
data/CIFake/train/REAL/0188 (10).jpg,0,real,train
data/CIFake/train/REAL/1404 (10).jpg,0,real,train
data/CIFake/train/REAL/0537 (3).jpg,0,real,train
data/CIFake/train/REAL/0947.jpg,0,real,train
data/CIFake/train/REAL/0367 (8).jpg,0,real,train
data/CIFake/train/REAL/1976 (8).jpg,0,real,train
data/CIFake/train/REAL/4384 (3).jpg,0,real,train
data/CIFake/train/REAL/1001 (5).jpg,0,real,train
data/CIFake/train/REAL/1529 (8).jpg,0,real,train
data/CIFake/train/REAL/0896 (4).jpg,0,real,train
data/CIFake/train/REAL/1418 (10).jpg,0,real,train
data/CIFake/train/REAL/0393 (10).jpg,0,real,train
